Cap_Shape,Cap_Surface,Cap_Colour,Bruises,Odour,Gill_Attachment,Gill_Spacing,Gill_Size,Gill_Colour,Stalk_Shape,Stalk_Root,Stalk_Surface_Above_Ring,Stalk_Surface_Below_Ring,Stalk_Colour_Above_Ring,Stalk_Colour_Below_Ring,Veil_Type,Veil_Colour,Ring_Number,Ring_Type,Spore_Print_Colour,Population,Habitat,Class
Convex,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Convex,Smooth,Gray,Bruises,Foul,Free,Closed,Broad,Pink,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Grasses,Poisonous
Convex,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Scaly,Brown,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Missing,Smooth,Smooth,Red,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Flat,Scaly,Brown,No Bruises,No Odour,Free,Crowded,Narrow,White,Enlarging,Bulbous,Fibrous,Fibrous,White,Brown,Partial,White,1,Evanescent,White,Several,Leaves,Edible
Flat,Scaly,Buff,Bruises,No Odour,Free,Closed,Broad,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,2,Pendant,Green,Several,Grasses,Poisonous
Knobbed,Fibrous,Brown,No Bruises,No Odour,Free,Closed,Narrow,White,Enlarging,Missing,Silky,Scaly,White,Yellow,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Smooth,Gray,Bruises,Foul,Free,Closed,Broad,Pink,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Grasses,Poisonous
Convex,Scaly,Green,No Bruises,No Odour,Free,Closed,Narrow,Purple,Enlarging,Missing,Smooth,Fibrous,White,White,Partial,White,1,Flaring,Chocolate,Solitary,Woods,Edible
Convex,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Smooth,Pink,Bruises,No Odour,Free,Closed,Broad,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,2,Pendant,Green,Several,Meadows,Poisonous
Convex,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Buff,Bruises,Foul,Free,Closed,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,1,Pendant,Chocolate,Several,Grasses,Poisonous
Convex,Smooth,Buff,Bruises,Foul,Free,Closed,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,1,Pendant,Chocolate,Several,Urban,Poisonous
Knobbed,Smooth,Red,Bruises,No Odour,Free,Closed,Broad,Red,Enlarging,Missing,Smooth,Smooth,White,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Flat,Smooth,Buff,Bruises,Foul,Free,Closed,Broad,White,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Grasses,Poisonous
Convex,Fibrous,Brown,No Bruises,No Odour,Free,Crowded,Narrow,White,Enlarging,Bulbous,Fibrous,Fibrous,White,Brown,Partial,White,1,Evanescent,White,Several,Leaves,Edible
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Flat,Scaly,White,No Bruises,No Odour,Free,Closed,Narrow,White,Enlarging,Missing,Smooth,Fibrous,White,White,Partial,White,1,Flaring,Chocolate,Solitary,Woods,Edible
Flat,Smooth,White,Bruises,Foul,Free,Closed,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Urban,Poisonous
Flat,Smooth,Pink,Bruises,No Odour,Free,Closed,Broad,Green,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,2,Pendant,Green,Several,Grasses,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Smooth,Gray,Bruises,Foul,Free,Closed,Broad,Chocolate,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Grasses,Poisonous
Convex,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Smooth,Gray,Bruises,Foul,Free,Closed,Broad,Chocolate,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Grasses,Poisonous
Flat,Smooth,White,Bruises,Foul,Free,Closed,Broad,Chocolate,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Urban,Poisonous
Convex,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Bell,Scaly,Buff,Bruises,No Odour,Free,Closed,Broad,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,2,Pendant,Green,Several,Grasses,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Knobbed,Scaly,Buff,Bruises,No Odour,Free,Closed,Broad,Red,Enlarging,Missing,Smooth,Smooth,White,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Convex,Scaly,White,No Bruises,No Odour,Free,Closed,Narrow,Pink,Enlarging,Missing,Smooth,Fibrous,White,White,Partial,White,1,Flaring,Chocolate,Solitary,Woods,Edible
Flat,Smooth,Buff,Bruises,Foul,Free,Closed,Broad,Pink,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Several,Urban,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Convex,Scaly,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Smooth,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Scaly,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Smooth,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Smooth,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Scaly,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Scaly,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Knobbed,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Smooth,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Scaly,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Bell,Smooth,Brown,No Bruises,No Odour,Attached,Closed,Broad,Yellow,Enlarging,Missing,Smooth,Smooth,Orange,Orange,Partial,Brown,1,Pendant,Brown,Clustered,Leaves,Edible
Flat,Smooth,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Smooth,Brown,No Bruises,No Odour,Attached,Closed,Broad,Orange,Enlarging,Missing,Smooth,Smooth,Orange,Orange,Partial,Brown,1,Pendant,Brown,Several,Leaves,Edible
Flat,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Smooth,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Scaly,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Scaly,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Knobbed,Smooth,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Knobbed,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Smooth,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Scaly,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Fibrous,White,No Bruises,No Odour,Free,Crowded,Broad,White,Enlarging,Missing,Silky,Silky,White,White,Partial,White,2,Pendant,White,Numerous,Grasses,Edible
Flat,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Smooth,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Scaly,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Smooth,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Knobbed,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Convex,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Convex,Smooth,Red,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Smooth,Red,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Flat,Smooth,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
